Departamento,Municipio,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,CANTIDAD
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/10/2013,1
HUILA,GARZÓN,41298000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/10/2013,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/10/2013,2
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/10/2013,1
GUAJIRA,ALBANIA,44035000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/10/2013,1
ATLÁNTICO,PONEDERA,8560000,GRANADA DE MANO,23/10/2013,1
META,PUERTO GAITÁN,50568000,COMBUSTIBLE,23/10/2013,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,23/10/2013,1
VALLE,TULUÁ,76834000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,23/10/2013,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,24/10/2013,1
TOLIMA,CAJAMARCA,73124000,ARTEFACTO INCENDIARIO,25/10/2013,1
GUAJIRA,URUMITA,44855000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,26/10/2013,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,-,28/10/2013,1
ARAUCA,ARAUCA (CT),81001000,COMBUSTIBLE,29/10/2013,1
ANTIOQUIA,VALDIVIA,5854000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,30/10/2013,1
TOLIMA,DOLORES,73236000,ARTEFACTO INCENDIARIO,30/10/2013,1
GUAJIRA,MAICAO,44430000,MOTO BOMBA,31/10/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,-,31/10/2013,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,ARMA DE FUEGO,01/11/2013,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,01/11/2013,1
ARAUCA,FORTUL,81300000,COMBUSTIBLE,02/11/2013,1
CAUCA,TIMBÍO,19807000,OLLA BOMBA,02/11/2013,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,02/11/2013,1
CAQUETÁ,PUERTO RICO,18592000,GRANADA DE MANO,04/11/2013,1
CAUCA,PIENDAMÓ,19548000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,04/11/2013,1
ARAUCA,TAME,81794000,COMBUSTIBLE,05/11/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,05/11/2013,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/11/2013,1
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/11/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/11/2013,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/11/2013,1
GUAJIRA,MAICAO,44430000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/11/2013,1
META,SAN MARTÍN,50689000,GRANADA DE MANO,07/11/2013,1
ANTIOQUIA,TARAZÁ,5790000,MINA ANTIPERSONA,08/11/2013,1
ARAUCA,ARAUQUITA,81065000,COMBUSTIBLE,08/11/2013,1
BOYACÁ,PAUNA,15531000,GRANADA DE MANO,09/11/2013,1
CAUCA,SANTANDER DE QUILICHAO,19698000,COMBUSTIBLE,09/11/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,10/11/2013,1
ARAUCA,ARAUCA (CT),81001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/11/2013,1
NORTE DE SANTANDER,OCAÑA,54498000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/11/2013,1
ANTIOQUIA,TARAZÁ,5790000,GRANADA DE MANO,13/11/2013,1
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/11/2013,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/11/2013,1
CAUCA,MIRANDA,19455000,CILINDRO BOMBA,15/11/2013,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,15/11/2013,1
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,15/11/2013,1
ANTIOQUIA,VALDIVIA,5854000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/11/2013,1
CAUCA,CALDONO,19137000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/11/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,CILINDRO BOMBA,16/11/2013,1
VALLE,PRADERA,76563000,GRANADA DE MANO,17/11/2013,1
TOLIMA,COYAIMA,73217000,GRANADA DE MANO,18/11/2013,1
ANTIOQUIA,ANORÍ,5040000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/11/2013,1
ARAUCA,SARAVENA,81736000,ARTEFACTO INCENDIARIO,19/11/2013,1
ARAUCA,ARAUCA (CT),81001000,COMBUSTIBLE,19/11/2013,1
ARAUCA,ARAUCA (CT),81001000,ARMA DE FUEGO,19/11/2013,1
GUAJIRA,BARRANCAS,44078000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/11/2013,1
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/11/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,CILINDRO BOMBA,20/11/2013,1
ANTIOQUIA,BURITICÁ,5113000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/11/2013,1
CAQUETÁ,BELÉN DE LOS ANDAQUIES,18094000,PAQUETE BOMBA,21/11/2013,1
ANTIOQUIA,BURITICÁ,5113000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/11/2013,1
ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,5647000,GRANADA DE MANO,23/11/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,23/11/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,PETARDO PLANFETARIO,23/11/2013,1
GUAJIRA,URUMITA,44855000,MINA ANTIPERSONA,24/11/2013,1
META,VISTAHERMOSA,50711000,GRANADA DE MANO,24/11/2013,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,24/11/2013,1
ANTIOQUIA,TARAZÁ,5790000,MINA ANTIPERSONA,26/11/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,PETARDO PLANFETARIO,26/11/2013,1
GUAVIARE,EL RETORNO,95025000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/11/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,CILINDRO BOMBA,29/11/2013,1
PUTUMAYO,VILLAGARZÓN,86885000,ARTEFACTO INCENDIARIO,29/11/2013,1
ARAUCA,ARAUCA (CT),81001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,01/12/2013,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,02/12/2013,1
ANTIOQUIA,YARUMAL,5887000,ARTEFACTO INCENDIARIO,03/12/2013,1
CAQUETÁ,EL DONCELLO,18247000,COMBUSTIBLE,03/12/2013,1
ANTIOQUIA,YARUMAL,5887000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,04/12/2013,1
GUAJIRA,MAICAO,44430000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,04/12/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,04/12/2013,1
PUTUMAYO,MOCOA (CT),86001000,ARTEFACTO INCENDIARIO,04/12/2013,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,ARMA DE FUEGO,05/12/2013,1
NARIÑO,IPIALES,52356000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,05/12/2013,1
META,VILLAVICENCIO (CT),50001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/12/2013,1
CAUCA,INZÁ,19355000,CILINDRO BOMBA,07/12/2013,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/12/2013,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,10/12/2013,1
ANTIOQUIA,BRICEÑO,5107000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/12/2013,1
NARIÑO,LA TOLA,52390000,GRANADA DE MANO,11/12/2013,1
ANTIOQUIA,ITUANGO,5361000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/12/2013,1
ANTIOQUIA,AMALFI,5031000,MINA ANTIPERSONA,13/12/2013,1
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/12/2013,1
NARIÑO,EL CHARCO,52250000,GRANADA DE MANO,15/12/2013,1
ANTIOQUIA,ANORÍ,5040000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/12/2013,1
ANTIOQUIA,BRICEÑO,5107000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,23/12/2013,1
ANTIOQUIA,YARUMAL,5887000,MINA ANTIPERSONA,24/12/2013,1
CHOCÓ,QUIBDÓ (CT),27001000,CILINDRO BOMBA,28/12/2013,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,GRANADA DE MANO,05/01/2014,1
ANTIOQUIA,ITUANGO,5361000,MINA ANTIPERSONA,08/01/2014,1
CHOCÓ,ATRATO,27050000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/01/2014,1
HUILA,NEIVA (CT),41001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/01/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/01/2014,1
CHOCÓ,QUIBDÓ (CT),27001000,COMBUSTIBLE,14/01/2014,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/01/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,15/01/2014,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,15/01/2014,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,15/01/2014,1
ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,5647000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/01/2014,1
ANTIOQUIA,CÁCERES,5120000,MINA ANTIPERSONA,16/01/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/01/2014,1
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/01/2014,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO INCENDIARIO,16/01/2014,1
VALLE,PRADERA,76563000,MOTO BOMBA,16/01/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/01/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,17/01/2014,1
NARIÑO,EL CHARCO,52250000,GRANADA DE MANO,18/01/2014,1
PUTUMAYO,PUERTO ASÍS,86568000,ARMA DE FUEGO,18/01/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/01/2014,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/01/2014,1
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/01/2014,1
ANTIOQUIA,VALDIVIA,5854000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/01/2014,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/01/2014,1
CAUCA,PIENDAMÓ,19548000,GRANADA DE MANO,21/01/2014,1
VALLE,PALMIRA,76520000,GRANADA DE MANO,21/01/2014,1
ANTIOQUIA,ITUANGO,5361000,MINA ANTIPERSONA,24/01/2014,1
PUTUMAYO,PUERTO ASÍS,86568000,GRANADA DE MANO,24/01/2014,1
BOYACÁ,DUITAMA,15238000,GRANADA DE MANO,25/01/2014,1
ANTIOQUIA,ANORÍ,5040000,GRANADA DE MANO,26/01/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,26/01/2014,1
NORTE DE SANTANDER,EL CARMEN,54245000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,26/01/2014,1
SANTANDER,BARRANCABERMEJA,68081000,GRANADA DE MANO,26/01/2014,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/01/2014,1
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/01/2014,1
ANTIOQUIA,ITAGUI,5360000,GRANADA DE MANO,28/01/2014,1
META,VISTAHERMOSA,50711000,GRANADA DE MANO,28/01/2014,1
ANTIOQUIA,ITUANGO,5361000,GRANADA DE MANO,29/01/2014,1
CAQUETÁ,SAN JOSÉ DEL FRAGUA,18610000,ARTEFACTO INCENDIARIO,29/01/2014,1
ARAUCA,ARAUCA (CT),81001000,GRANADA DE MANO,30/01/2014,1
NORTE DE SANTANDER,OCAÑA,54498000,CARRO BOMBA,30/01/2014,1
ANTIOQUIA,YARUMAL,5887000,MINA ANTIPERSONA,31/01/2014,1
PUTUMAYO,PUERTO ASÍS,86568000,GRANADA DE MANO,31/01/2014,1
ANTIOQUIA,MUTATÁ,5480000,COMBUSTIBLE,01/02/2014,1
MAGDALENA,SANTA MARTA (CT),47001000,GRANADA DE MANO,01/02/2014,1
CHOCÓ,QUIBDÓ (CT),27001000,GRANADA DE MORTERO,02/02/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,02/02/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,02/02/2014,1
CHOCÓ,QUIBDÓ (CT),27001000,ARTEFACTO INCENDIARIO,04/02/2014,2
NARIÑO,SAN ANDRES DE TUMACO,52835000,COMBUSTIBLE,04/02/2014,1
ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,5647000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,05/02/2014,1
CAUCA,GUAPI,19318000,GRANADA DE MANO,05/02/2014,1
BOYACÁ,DUITAMA,15238000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/02/2014,1
CAUCA,ARGELIA,19050000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/02/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,09/02/2014,1
NARIÑO,LINARES,52411000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/02/2014,1
NORTE DE SANTANDER,HACARÍ,54344000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/02/2014,1
ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,5647000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/02/2014,1
CASANARE,TÁMARA,85400000,COMBUSTIBLE,13/02/2014,1
ARAUCA,TAME,81794000,COMBUSTIBLE,15/02/2014,1
META,SAN JUAN DE ARAMA,50683000,CILINDRO BOMBA,15/02/2014,1
ANTIOQUIA,CÁCERES,5120000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/02/2014,1
ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,5647000,PAQUETE BOMBA,17/02/2014,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/02/2014,1
ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,5647000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/02/2014,1
GUAJIRA,MAICAO,44430000,GRANADA DE MANO,18/02/2014,1
META,ACACÍAS,50006000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/02/2014,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/02/2014,1
PUTUMAYO,VILLAGARZÓN,86885000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/02/2014,1
NARIÑO,TAMINANGO,52786000,COMBUSTIBLE,19/02/2014,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/02/2014,1
TOLIMA,ALVARADO,73026000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/02/2014,1
ARAUCA,FORTUL,81300000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/02/2014,2
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/02/2014,2
ANTIOQUIA,ANORÍ,5040000,MINA ANTIPERSONA,23/02/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,23/02/2014,1
NORTE DE SANTANDER,EL CARMEN,54245000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,24/02/2014,1
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/02/2014,2
CHOCÓ,QUIBDÓ (CT),27001000,PAQUETE BOMBA,25/02/2014,1
HUILA,NEIVA (CT),41001000,PAQUETE BOMBA,25/02/2014,1
NORTE DE SANTANDER,TOLEDO,54820000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/02/2014,1
PUTUMAYO,PUERTO GUZMÁN,86571000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/02/2014,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,26/02/2014,1
ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,5647000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/02/2014,1
NORTE DE SANTANDER,TEORAMA,54800000,ARTEFACTO INCENDIARIO,27/02/2014,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,28/02/2014,1
HUILA,NEIVA (CT),41001000,GRANADA DE MANO,01/03/2014,1
ANTIOQUIA,BRICEÑO,5107000,PAQUETE BOMBA,02/03/2014,1
META,SAN CARLOS DE GUAROA,50680000,COMBUSTIBLE,02/03/2014,1
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,02/03/2014,1
ANTIOQUIA,ITUANGO,5361000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/03/2014,1
META,GRANADA,50313000,GRANADA DE MANO,03/03/2014,1
ANTIOQUIA,TOLEDO,5819000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,04/03/2014,1
BOLÍVAR,MAGANGUÉ,13430000,GRANADA DE MANO,04/03/2014,1
CAUCA,PIAMONTE,19533000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,05/03/2014,1
META,PUERTO RICO,50590000,COMBUSTIBLE,06/03/2014,1
ANTIOQUIA,ITUANGO,5361000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/03/2014,1
ARAUCA,ARAUCA (CT),81001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/03/2014,1
NARIÑO,LINARES,52411000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/03/2014,1
ANTIOQUIA,BRICEÑO,5107000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,08/03/2014,1
CHOCÓ,BAGADÓ,27073000,ARTEFACTO INCENDIARIO,09/03/2014,1
META,PUERTO LLERAS,50577000,COMBUSTIBLE,09/03/2014,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,ARMA DE FUEGO,09/03/2014,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/03/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,10/03/2014,1
NORTE DE SANTANDER,TOLEDO,54820000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/03/2014,1
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/03/2014,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/03/2014,1
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/03/2014,1
BOYACÁ,CUBARÁ,15223000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,15/03/2014,1
GUAJIRA,MAICAO,44430000,ARMA DE FUEGO,15/03/2014,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,15/03/2014,1
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/03/2014,1
NORTE DE SANTANDER,TOLEDO,54820000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/03/2014,1
MAGDALENA,CIÉNAGA,47189000,COMBUSTIBLE,17/03/2014,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,ARMA DE FUEGO,18/03/2014,1
META,PUERTO LLERAS,50577000,COMBUSTIBLE,19/03/2014,1
PUTUMAYO,VILLAGARZÓN,86885000,GRANADA DE MANO,20/03/2014,1
ARAUCA,ARAUCA (CT),81001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/03/2014,1
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/03/2014,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/03/2014,1
META,VISTAHERMOSA,50711000,COMBUSTIBLE,22/03/2014,1
NORTE DE SANTANDER,SARDINATA,54720000,CILINDRO BOMBA,22/03/2014,1
TOLIMA,ARMERO,73055000,COMBUSTIBLE,22/03/2014,1
ARAUCA,FORTUL,81300000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,23/03/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,24/03/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,MINA ANTIPERSONA,24/03/2014,1
ARAUCA,TAME,81794000,COMBUSTIBLE,25/03/2014,1
NARIÑO,SANTA BÁRBARA,52696000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/03/2014,1
NARIÑO,OLAYA HERRERA,52490000,GRANADA DE MANO,25/03/2014,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,26/03/2014,2
NORTE DE SANTANDER,TOLEDO,54820000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,26/03/2014,1
AMAZONAS,LETICIA (CT),91001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/03/2014,1
CAUCA,SUCRE,19785000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/03/2014,1
CAUCA,ARGELIA,19050000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,28/03/2014,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,31/03/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,02/04/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,04/04/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE FUSIL,07/04/2014,1
CAUCA,PATÍA,19532000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,08/04/2014,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,08/04/2014,1
ANTIOQUIA,TOLEDO,5819000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/04/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,GRANADA DE MANO,09/04/2014,1
NARIÑO,EL CHARCO,52250000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/04/2014,1
NORTE DE SANTANDER,TEORAMA,54800000,ARTEFACTO INCENDIARIO,14/04/2014,1
PUTUMAYO,PUERTO ASÍS,86568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/04/2014,1
GUAJIRA,MAICAO,44430000,GRANADA DE MANO,16/04/2014,1
CAUCA,TORIBIO,19821000,GRANADA DE MANO,18/04/2014,1
META,VILLAVICENCIO (CT),50001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/04/2014,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/04/2014,1
CAUCA,CALDONO,19137000,GRANADA DE MANO,22/04/2014,1
PUTUMAYO,PUERTO CAICEDO,86569000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/04/2014,1
VALLE,TULUÁ,76834000,GRANADA DE MANO,22/04/2014,1
PUTUMAYO,PUERTO ASÍS,86568000,GRANADA DE MANO,25/04/2014,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,26/04/2014,1
NORTE DE SANTANDER,EL TARRA,54250000,ARTEFACTO INCENDIARIO,27/04/2014,1
NORTE DE SANTANDER,EL TARRA,54250000,ARTEFACTO INCENDIARIO,27/04/2014,2
QUINDÍO,CALARCA,63130000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/04/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,CARRO BOMBA,28/04/2014,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,29/04/2014,1
VALLE,PRADERA,76563000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,30/04/2014,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,01/05/2014,1
BOYACÁ,CUBARÁ,15223000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,01/05/2014,1
META,VILLAVICENCIO (CT),50001000,GRANADA DE MANO,01/05/2014,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,02/05/2014,1
TOLIMA,CHAPARRAL,73168000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,02/05/2014,1
VALLE,TULUÁ,76834000,GRANADA DE MANO,02/05/2014,1
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/05/2014,1
PUTUMAYO,ORITO,86320000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,03/05/2014,1
NARIÑO,RICAURTE,52612000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,05/05/2014,1
ANTIOQUIA,TARAZÁ,5790000,COMBUSTIBLE,06/05/2014,1
PUTUMAYO,PUERTO CAICEDO,86569000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/05/2014,1
