Departamento,Municipio,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,CANTIDAD
ARAUCA,TAME,81794000,CILINDRO BOMBA,10/04/2019,1
ARAUCA,SARAVENA,81736000,CILINDRO BOMBA,12/04/2019,1
ANTIOQUIA,BRICEÑO,5107000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/04/2019,1
PUTUMAYO,PUERTO ASÍS,86568000,ARMA DE FUEGO,15/04/2019,1
QUINDÍO,MONTENEGRO,63470000,GRANADA DE MANO,19/04/2019,1
ANTIOQUIA,TARAZÁ,5790000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,20/04/2019,1
META,PUERTO RICO,50590000,GRANADA DE MANO,20/04/2019,1
META,PUERTO RICO,50590000,GRANADA DE MANO,21/04/2019,1
CAUCA,PUERTO TEJADA,19573000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/04/2019,1
ANTIOQUIA,ITUANGO,5361000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/04/2019,1
ANTIOQUIA,TARAZÁ,5790000,NO REPORTADO,26/04/2019,1
CAUCA,CALOTO,19142000,COMBUSTIBLE,26/04/2019,1
ARAUCA,SARAVENA,81736000,CILINDRO BOMBA,27/04/2019,1
QUINDÍO,QUIMBAYA,63594000,GRANADA DE MANO,29/04/2019,1
CUNDINAMARCA,SOACHA,25754000,COMBUSTIBLE,01/05/2019,1
META,URIBE,50370000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,02/05/2019,1
NORTE DE SANTANDER,VILLA DEL ROSARIO,54874000,ARMA DE FUEGO,03/05/2019,1
ARAUCA,SARAVENA,81736000,ARMA DE FUEGO,04/05/2019,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/05/2019,1
NARIÑO,RICAURTE,52612000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/05/2019,1
ARAUCA,FORTUL,81300000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,15/05/2019,3
ANTIOQUIA,TARAZÁ,5790000,GRANADA DE MANO,16/05/2019,1
ARAUCA,TAME,81794000,GRANADA DE MANO,16/05/2019,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/05/2019,1
ARAUCA,ARAUQUITA,81065000,MOTO BOMBA,19/05/2019,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/05/2019,1
ANTIOQUIA,TARAZÁ,5790000,MINA ANTIPERSONA,25/05/2019,1
ARAUCA,ARAUCA (CT),81001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,26/05/2019,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,26/05/2019,1
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,31/05/2019,1
CHOCÓ,TADÓ,27787000,COMBUSTIBLE,03/06/2019,1
ANTIOQUIA,TARAZÁ,5790000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/06/2019,1
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/06/2019,2
ARAUCA,TAME,81794000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/06/2019,1
ARAUCA,FORTUL,81300000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/06/2019,1
ANTIOQUIA,TARAZÁ,5790000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,24/06/2019,1
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/06/2019,1
ARAUCA,ARAUCA (CT),81001000,GRANADA DE MANO,25/06/2019,1
ANTIOQUIA,SEGOVIA,5736000,GRANADA DE MANO,27/06/2019,1
ANTIOQUIA,TARAZÁ,5790000,MINA ANTIPERSONA,27/06/2019,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/06/2019,1
ARAUCA,TAME,81794000,GRANADA DE MANO,28/06/2019,1
ANTIOQUIA,TARAZÁ,5790000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,29/06/2019,1
ANTIOQUIA,TARAZÁ,5790000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,30/06/2019,1
ARAUCA,ARAUCA (CT),81001000,GRANADA DE MANO,01/07/2019,2
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,02/07/2019,1
ARAUCA,FORTUL,81300000,GRANADA DE MANO,03/07/2019,1
ARAUCA,FORTUL,81300000,GRANADA DE MANO,04/07/2019,2
NARIÑO,EL CHARCO,52250000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/07/2019,1
ARAUCA,TAME,81794000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/07/2019,1
CAQUETÁ,CARTAGENA DEL CHAIRÁ,18150000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/07/2019,1
NARIÑO,CUMBITARA,52233000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/07/2019,1
ANTIOQUIA,CAUCASIA,5154000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/07/2019,1
ANTIOQUIA,CAUCASIA,5154000,GRANADA DE MANO,12/07/2019,1
ANTIOQUIA,ZARAGOZA,5895000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/07/2019,1
ARAUCA,FORTUL,81300000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/07/2019,1
ANTIOQUIA,TARAZÁ,5790000,MINA ANTIPERSONA,19/07/2019,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,GRANADA DE MANO,20/07/2019,1
ANTIOQUIA,VALDIVIA,5854000,COMBUSTIBLE,21/07/2019,1
ANTIOQUIA,VALDIVIA,5854000,COMBUSTIBLE,22/07/2019,1
ANTIOQUIA,VALDIVIA,5854000,NO REPORTADO,22/07/2019,1
ANTIOQUIA,BARBOSA,5079000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,24/07/2019,1
ANTIOQUIA,ITUANGO,5361000,MINA ANTIPERSONA,24/07/2019,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,24/07/2019,1
ARAUCA,TAME,81794000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,24/07/2019,1
ARAUCA,TAME,81794000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,26/07/2019,2
ARAUCA,SARAVENA,81736000,CILINDRO BOMBA,26/07/2019,1
ANTIOQUIA,ZARAGOZA,5895000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,28/07/2019,2
ARAUCA,ARAUQUITA,81065000,ARTEFACTO INCENDIARIO,28/07/2019,1
ANTIOQUIA,ITUANGO,5361000,MINA ANTIPERSONA,30/07/2019,1
ANTIOQUIA,TARAZÁ,5790000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,01/08/2019,1
ANTIOQUIA,TARAZÁ,5790000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,05/08/2019,1
ANTIOQUIA,YALÍ,5885000,ARTEFACTO INCENDIARIO,08/08/2019,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/08/2019,1
ANTIOQUIA,TARAZÁ,5790000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/08/2019,1
ANTIOQUIA,TARAZÁ,5790000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/08/2019,1
ANTIOQUIA,ANORÍ,5040000,GRANADA DE MANO,17/08/2019,1
ANTIOQUIA,TARAZÁ,5790000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/08/2019,1
ANTIOQUIA,TARAZÁ,5790000,GRANADA DE MANO,18/08/2019,1
ARAUCA,FORTUL,81300000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/08/2019,1
ANTIOQUIA,TARAZÁ,5790000,MINA ANTIPERSONA,23/08/2019,1
ANTIOQUIA,VEGACHÍ,5858000,MINA ANTIPERSONA,27/08/2019,1
MAGDALENA,EL RETÉN,47268000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,01/09/2019,1
ANTIOQUIA,ITUANGO,5361000,BALON BOMBA,08/09/2019,1
ANTIOQUIA,TARAZÁ,5790000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/09/2019,1
ANTIOQUIA,ITUANGO,5361000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/09/2019,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/09/2019,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/09/2019,1
ANTIOQUIA,ITUANGO,5361000,MINA ANTIPERSONA,20/09/2019,1
ANTIOQUIA,ZARAGOZA,5895000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/09/2019,1
ANTIOQUIA,TARAZÁ,5790000,GRANADA DE MANO,27/09/2019,1
ANTIOQUIA,ITUANGO,5361000,MINA ANTIPERSONA,28/09/2019,1
ANTIOQUIA,REMEDIOS,5604000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,01/10/2019,1
META,VILLAVICENCIO (CT),50001000,ARMA DE FUEGO,08/10/2019,1
NARIÑO,PASTO (CT),52001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/10/2019,1
ANTIOQUIA,ANORÍ,5040000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/10/2019,1
ANTIOQUIA,VALDIVIA,5854000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/10/2019,1
ANTIOQUIA,TARAZÁ,5790000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,30/10/2019,2
ARAUCA,FORTUL,81300000,ARMA DE FUEGO,08/11/2019,1
ARAUCA,FORTUL,81300000,GRANADA DE MANO,14/11/2019,1
CAUCA,CALDONO,19137000,CILINDRO BOMBA,16/11/2019,1
ARAUCA,ARAUCA (CT),81001000,GRANADA DE FUSIL,17/11/2019,1
ANTIOQUIA,TARAZÁ,5790000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/11/2019,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CILINDRO BOMBA,22/11/2019,1
ANTIOQUIA,TARAZÁ,5790000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/11/2019,1
VALLE,JAMUNDÍ,76364000,GRANADA DE MANO,29/11/2019,1
ANTIOQUIA,TARAZÁ,5790000,ARMA DE FUEGO,30/11/2019,1
VALLE,JAMUNDÍ,76364000,GRANADA DE MANO,30/11/2019,1
ANTIOQUIA,CÁCERES,5120000,GRANADA DE MANO,04/12/2019,2
ANTIOQUIA,TARAZÁ,5790000,ARMA DE FUEGO,04/12/2019,1
CAUCA,MIRANDA,19455000,MOTO BOMBA,07/12/2019,1
ANTIOQUIA,VALDIVIA,5854000,COMBUSTIBLE,09/12/2019,1
ANTIOQUIA,CÁCERES,5120000,ARMA DE FUEGO,09/12/2019,1
ANTIOQUIA,VALDIVIA,5854000,ARMA DE FUEGO,09/12/2019,1
BOYACÁ,CUBARÁ,15223000,CARRO BOMBA,12/12/2019,1
VALLE,FLORIDA,76275000,MOTO BOMBA,13/12/2019,1
QUINDÍO,ARMENIA (CT),63001000,GRANADA DE MANO,14/12/2019,1
ANTIOQUIA,VALDIVIA,5854000,ARMA DE FUEGO,26/12/2019,1
ANTIOQUIA,ANORÍ,5040000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/12/2019,1
CHOCÓ,JURADÓ,27372000,ARTEFACTO INCENDIARIO,01/01/2020,1
QUINDÍO,PIJAO,63548000,NO REPORTADO,01/01/2020,1
CAUCA,SANTANDER DE QUILICHAO,19698000,GRANADA DE MANO,04/01/2020,1
SUCRE,SAN LUIS DE SINCÉ,70742000,NO REPORTADO,05/01/2020,1
BOLÍVAR,SANTA ROSA DEL SUR,13688000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/01/2020,1
GUAJIRA,VILLANUEVA,44874000,NO REPORTADO,07/01/2020,1
GUAJIRA,VILLANUEVA,44874000,NO REPORTADO,07/01/2020,1
CUNDINAMARCA,MADRID,25430000,NO REPORTADO,09/01/2020,1
ARAUCA,ARAUQUITA,81065000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,10/01/2020,1
ARAUCA,ARAUCA (CT),81001000,NO REPORTADO,10/01/2020,1
ARAUCA,TAME,81794000,CILINDRO BOMBA,10/01/2020,1
CASANARE,YOPAL (CT),85001000,CILINDRO BOMBA,10/01/2020,1
ARAUCA,SARAVENA,81736000,NO REPORTADO,12/01/2020,1
CAUCA,SUÁREZ,19780000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/01/2020,1
NARIÑO,OLAYA HERRERA,52490000,NO REPORTADO,14/01/2020,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/01/2020,1
ANTIOQUIA,TARAZÁ,5790000,NO REPORTADO,15/01/2020,1
CHOCÓ,MEDIO SAN JUAN,27450000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/01/2020,1
NORTE DE SANTANDER,HACARÍ,54344000,NO REPORTADO,16/01/2020,1
ANTIOQUIA,SEGOVIA,5736000,ARTEFACTO INCENDIARIO,17/01/2020,1
ANTIOQUIA,APARTADÓ,5045000,MINA ANTIPERSONA,17/01/2020,1
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/01/2020,1
NARIÑO,EL CHARCO,52250000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/01/2020,1
ARAUCA,FORTUL,81300000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/01/2020,1
ARAUCA,ARAUQUITA,81065000,GRANADA DE FUSIL,18/01/2020,1
TOLIMA,CHAPARRAL,73168000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,18/01/2020,1
ARAUCA,FORTUL,81300000,NO REPORTADO,19/01/2020,1
NARIÑO,BARBACOAS,52079000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/01/2020,1
ANTIOQUIA,APARTADÓ,5045000,MINA ANTIPERSONA,20/01/2020,1
ANTIOQUIA,TARAZÁ,5790000,NO REPORTADO,21/01/2020,1
ARAUCA,TAME,81794000,GRANADA DE MORTERO,21/01/2020,1
ANTIOQUIA,CAUCASIA,5154000,NO REPORTADO,23/01/2020,1
CÓRDOBA,SAN JOSÉ DE URÉ,23682000,GRANADA DE MANO,23/01/2020,1
CHOCÓ,EL LITORAL DEL SAN JUAN,27250000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,24/01/2020,1
META,ACACÍAS,50006000,GRANADA DE MANO,24/01/2020,1
ARAUCA,ARAUCA (CT),81001000,ARTEFACTO INCENDIARIO,25/01/2020,2
CAUCA,CALDONO,19137000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,26/01/2020,1
VALLE,FLORIDA,76275000,ARTEFACTO INCENDIARIO,27/01/2020,1
ARAUCA,ARAUQUITA,81065000,COMBUSTIBLE,28/01/2020,1
GUAVIARE,EL RETORNO,95025000,MINA ANTIPERSONA,28/01/2020,1
ARAUCA,ARAUCA (CT),81001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,29/01/2020,1
ARAUCA,TAME,81794000,NO REPORTADO,29/01/2020,2
VALLE,JAMUNDÍ,76364000,GRANADA DE MANO,29/01/2020,1
ARAUCA,SARAVENA,81736000,NO REPORTADO,30/01/2020,1
NARIÑO,ROBERTO PAYÁN,52621000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,30/01/2020,1
ARAUCA,SARAVENA,81736000,NO REPORTADO,31/01/2020,1
ANTIOQUIA,TARAZÁ,5790000,GRANADA DE MANO,01/02/2020,1
ANTIOQUIA,TARAZÁ,5790000,NO REPORTADO,01/02/2020,1
BOLÍVAR,CANTAGALLO,13160000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,01/02/2020,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,01/02/2020,1
ARAUCA,FORTUL,81300000,NO REPORTADO,02/02/2020,1
ARAUCA,ARAUQUITA,81065000,NO REPORTADO,03/02/2020,1
VICHADA,CUMARIBO,99773000,NO REPORTADO,03/02/2020,1
ARAUCA,ARAUCA (CT),81001000,NO REPORTADO,04/02/2020,1
GUAVIARE,EL RETORNO,95025000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,04/02/2020,1
NORTE DE SANTANDER,ABREGO,54003000,ARTEFACTO INCENDIARIO,05/02/2020,1
NORTE DE SANTANDER,OCAÑA,54498000,ARTEFACTO INCENDIARIO,05/02/2020,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,NO REPORTADO,06/02/2020,1
CAUCA,SANTANDER DE QUILICHAO,19698000,GRANADA DE MANO,06/02/2020,1
CHOCÓ,TADÓ,27787000,COMBUSTIBLE,06/02/2020,1
GUAVIARE,EL RETORNO,95025000,MINA ANTIPERSONA,06/02/2020,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,07/02/2020,1
ANTIOQUIA,EL BAGRE,5250000,GRANADA DE MANO,07/02/2020,1
CÓRDOBA,PUERTO LIBERTADOR,23580000,GRANADA DE MANO,07/02/2020,1
GUAVIARE,EL RETORNO,95025000,MINA ANTIPERSONA,07/02/2020,1
GUAVIARE,EL RETORNO,95025000,CILINDRO BOMBA,07/02/2020,1
GUAVIARE,EL RETORNO,95025000,MINA ANTIPERSONA,08/02/2020,1
ANTIOQUIA,MURINDÓ,5475000,GRANADA DE MANO,09/02/2020,1
ARAUCA,FORTUL,81300000,ARMA DE FUEGO,10/02/2020,1
GUAVIARE,EL RETORNO,95025000,MINA ANTIPERSONA,10/02/2020,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,ARMA DE FUEGO,10/02/2020,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA DE FUEGO,10/02/2020,1
TOLIMA,CHAPARRAL,73168000,NO REPORTADO,11/02/2020,1
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/02/2020,1
NORTE DE SANTANDER,ABREGO,54003000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,12/02/2020,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,COMBUSTIBLE,12/02/2020,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,NO REPORTADO,12/02/2020,3
NORTE DE SANTANDER,CÚCUTA (CT),54001000,NO REPORTADO,12/02/2020,1
ARAUCA,PUERTO RONDÓN,81591000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/02/2020,1
ARAUCA,FORTUL,81300000,NO REPORTADO,13/02/2020,1
CESAR,PELAYA,20550000,ARTEFACTO INCENDIARIO,13/02/2020,1
NORTE DE SANTANDER,HACARÍ,54344000,NO REPORTADO,13/02/2020,1
ANTIOQUIA,PUERTO BERRÍO,5579000,ARMA DE FUEGO,14/02/2020,1
ARAUCA,ARAUQUITA,81065000,NO REPORTADO,14/02/2020,1
ARAUCA,FORTUL,81300000,NO REPORTADO,14/02/2020,1
ARAUCA,SARAVENA,81736000,NO REPORTADO,14/02/2020,1
CESAR,PELAYA,20550000,COMBUSTIBLE,14/02/2020,1
CESAR,PELAYA,20550000,NO REPORTADO,14/02/2020,1
CUNDINAMARCA,GIRARDOT,25307000,NO REPORTADO,14/02/2020,1
META,PUERTO GAITÁN,50568000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/02/2020,1
NORTE DE SANTANDER,EL ZULIA,54261000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/02/2020,1
NORTE DE SANTANDER,OCAÑA,54498000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,14/02/2020,1
ARAUCA,CRAVO NORTE,81220000,NO REPORTADO,15/02/2020,1
ARAUCA,FORTUL,81300000,NO REPORTADO,15/02/2020,1
ARAUCA,FORTUL,81300000,NO REPORTADO,15/02/2020,2
CAUCA,BALBOA,19075000,NO REPORTADO,15/02/2020,1
CESAR,CURUMANÍ,20228000,GRANADA DE MANO,15/02/2020,1
CESAR,PAILITAS,20517000,ARTEFACTO INCENDIARIO,15/02/2020,1
CESAR,PAILITAS,20517000,NO REPORTADO,15/02/2020,1
CHOCÓ,EL CARMEN DE ATRATO,27245000,ARMA DE FUEGO,15/02/2020,1
NORTE DE SANTANDER,PAMPLONA,54518000,ARMA DE FUEGO,15/02/2020,1
ANTIOQUIA,ANORÍ,5040000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/02/2020,1
CAUCA,BALBOA,19075000,NO REPORTADO,16/02/2020,1
CESAR,VALLEDUPAR (CT),20001000,ARTEFACTO INCENDIARIO,16/02/2020,1
CHOCÓ,TADÓ,27787000,ARMA DE FUEGO,16/02/2020,1
MAGDALENA,GUAMAL,47318000,NO REPORTADO,16/02/2020,1
NARIÑO,MALLAMA,52435000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/02/2020,1
NORTE DE SANTANDER,TIBÚ,54810000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/02/2020,1
CAUCA,ROSAS,19622000,CARRO BOMBA,17/02/2020,1
CESAR,CURUMANÍ,20228000,ARMA DE FUEGO,17/02/2020,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/02/2020,1
NORTE DE SANTANDER,VILLA DEL ROSARIO,54874000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,17/02/2020,1
NORTE DE SANTANDER,OCAÑA,54498000,COMBUSTIBLE,17/02/2020,1
ARAUCA,TAME,81794000,NO REPORTADO,18/02/2020,2
CHOCÓ,EL CARMEN DE ATRATO,27245000,ARMA DE FUEGO,18/02/2020,1
ARAUCA,ARAUQUITA,81065000,NO REPORTADO,19/02/2020,1
NORTE DE SANTANDER,EL ZULIA,54261000,COMBUSTIBLE,19/02/2020,1
NORTE DE SANTANDER,OCAÑA,54498000,NO REPORTADO,19/02/2020,1
CAQUETÁ,EL DONCELLO,18247000,NO REPORTADO,20/02/2020,1
BOLÍVAR,ARENAL,13042000,MINA ANTIPERSONA,22/02/2020,1
BOLÍVAR,ARENAL,13042000,NO REPORTADO,22/02/2020,1
ARAUCA,ARAUCA (CT),81001000,ARMA DE FUEGO,23/02/2020,1
ANTIOQUIA,MURINDÓ,5475000,MINA ANTIPERSONA,24/02/2020,1
ARAUCA,SARAVENA,81736000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/02/2020,1
META,PUERTO GAITÁN,50568000,GRANADA DE MANO,26/02/2020,1
CHOCÓ,QUIBDÓ (CT),27001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,27/02/2020,1
CAUCA,BUENOS AIRES,19110000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,28/02/2020,1
CUNDINAMARCA,GIRARDOT,25307000,NO REPORTADO,28/02/2020,1
ARAUCA,ARAUQUITA,81065000,NO REPORTADO,02/03/2020,1
NARIÑO,ROBERTO PAYÁN,52621000,GRANADA DE MORTERO,03/03/2020,1
CALDAS,RIOSUCIO,17614000,ARTEFACTO INCENDIARIO,06/03/2020,1
VALLE,CALI (CT),76001000,GRANADA DE MANO,06/03/2020,1
CAUCA,ARGELIA,19050000,GRANADA DE FUSIL,08/03/2020,1
META,LA MACARENA,50350000,GRANADA DE MANO,09/03/2020,1
ANTIOQUIA,ITUANGO,5361000,MINA ANTIPERSONA,11/03/2020,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,NO REPORTADO,11/03/2020,1
CAUCA,CALOTO,19142000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/03/2020,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,11/03/2020,1
VALLE,FLORIDA,76275000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,15/03/2020,1
CHOCÓ,RIOSUCIO,27615000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/03/2020,1
VALLE,JAMUNDÍ,76364000,ARTEFACTO INCENDIARIO,16/03/2020,1
CALDAS,RIOSUCIO,17614000,ARTEFACTO INCENDIARIO,17/03/2020,1
ANTIOQUIA,CAMPAMENTO,5134000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,19/03/2020,1
CAUCA,BALBOA,19075000,NO REPORTADO,20/03/2020,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,NO REPORTADO,21/03/2020,1
VALLE,CALI (CT),76001000,ARTEFACTO INCENDIARIO,21/03/2020,1
CAUCA,ARGELIA,19050000,NO REPORTADO,22/03/2020,1
CAUCA,CALOTO,19142000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,23/03/2020,1
CAUCA,ARGELIA,19050000,NO REPORTADO,24/03/2020,1
ANTIOQUIA,GRANADA,5313000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,25/03/2020,1
VALLE,JAMUNDÍ,76364000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,26/03/2020,1
CAUCA,BUENOS AIRES,19110000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,30/03/2020,1
ARAUCA,ARAUCA (CT),81001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,01/04/2020,1
CAUCA,ARGELIA,19050000,NO REPORTADO,02/04/2020,1
PUTUMAYO,PUERTO CAICEDO,86569000,MINA ANTIPERSONA,02/04/2020,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,NO REPORTADO,03/04/2020,1
ANTIOQUIA,ITUANGO,5361000,MINA ANTIPERSONA,04/04/2020,1
CAUCA,ARGELIA,19050000,NO REPORTADO,04/04/2020,1
CAUCA,JAMBALÓ,19364000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/04/2020,1
ANTIOQUIA,ITUANGO,5361000,MINA ANTIPERSONA,07/04/2020,1
ANTIOQUIA,MURINDÓ,5475000,NO REPORTADO,09/04/2020,1
CAUCA,JAMBALÓ,19364000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,09/04/2020,1
VALLE,PALMIRA,76520000,GRANADA DE MANO,10/04/2020,1
ANTIOQUIA,ITUANGO,5361000,NO REPORTADO,13/04/2020,1
VALLE,JAMUNDÍ,76364000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,13/04/2020,1
META,LA MACARENA,50350000,NO REPORTADO,15/04/2020,1
ANTIOQUIA,ITUANGO,5361000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,16/04/2020,1
ANTIOQUIA,AMAGÁ,5030000,GRANADA DE MANO,19/04/2020,1
CAUCA,PATÍA,19532000,NO REPORTADO,19/04/2020,1
CAUCA,ARGELIA,19050000,NO REPORTADO,20/04/2020,2
NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,20/04/2020,1
CAUCA,CALOTO,19142000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/04/2020,1
CAUCA,ARGELIA,19050000,NO REPORTADO,21/04/2020,1
VALLE,JAMUNDÍ,76364000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,21/04/2020,1
ANTIOQUIA,ANORÍ,5040000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,22/04/2020,1
CAUCA,LÓPEZ,19418000,ARMA DE FUEGO,23/04/2020,1
